Name,Type,Rating,Rank,Description,Tags,NTags
Erin,"TV
(50 eps)","4.082 out of 5 from 2,678 votes",Rank #676,"In the war against neighboring countries, the Grand Duke’s warriors use dragon-like beasts called Touda as weapons. Touda are admired across the nation and villages take great pride in breeding them. Erin lives in one such village with her mother, Soyon, who is the best beastinarian in the country. However, life in the village is not so straightforward: Soyon is also an Ariyo, a woman of the Mist People - a race that is feared by humans for its mystical abilities. So that she and Erin can stay in the village, Soyon must flawlessly fulfill her duty capturing and disciplining the Touda; but while Erin wants nothing more than to become a beastinarian, she also feels sorry for the Touda and recognizes that there’s far more to them than meets the eye. Can Erin ever become an ordinary beastinarian when her deepest instincts tell her there is a better way to interact with the Touda?","{'Fantasy', 'Political', 'Drama', 'Countryside', 'Based on a Novel', 'Family Friendly', 'Slice of Life', 'Coming of Age', 'Medieval', 'Adventure'}","{'Animal Abuse,', 'Mature Themes'}"
Tsukimichi: Moonlit Fantasy,"TV
(12 eps)","4.081 out of 5 from 10,352 votes",Rank #684,"Makoto Misumi is an ordinary high school boy summoned to an alternate world as a brave warrior. Unfortunately, the goddess of the world said with disdain, ""Your face is ugly,"" stripped him of his title, and banished him to the outermost fringes of the wilderness. While wandering the wilderness, Makoto encountered dragons, spiders, orcs, dwarves, and all sorts of other non-human species. Due to differences in the environment from his home world, Makoto now exhibits extraordinary powers in magic and combat. Thus, he survives on this world while dealing with various encounters. The curtain rises on the alternate-world social reform fantasy of a boy forsaken by gods and humans.","{'Fantasy', 'Monsters', 'Person in a Strange World', 'Kingdom Building', 'Comedy', 'Overpowered Main Characters', 'Game Elements', 'Summoned Into Another World', 'Isekai', 'Magic', 'Modern Knowledge', 'Shounen', 'Action', 'Adventure', 'Based on a Light Novel'}",{'Violence'}
Code Geass: Lelouch of the Rebellion III - Glorification,"Movie
(1 ep x 140 min)","4.083 out of 5 from 1,558 votes",Rank #671,No synopsis yet - check back soon!,"{'Secret Identity', 'Mecha', 'Real Robot', 'Sci Fi', 'Original Work'}",
Bunny Drop Specials,"DVD Special
(4 eps x 5 min)","4.082 out of 5 from 3,853 votes",Rank #680,"Rin and Daikichi continue their happy life together. The pair colors on fallen autumn leaves while learning about flounder, starfish, and other sea critters. Later, Daikichi does his best to make Christmas as wonderful as possible for Rin. For this new family, every season is full of happy memories.","{'Single Parent', 'Christmas', 'Josei', 'Based on a Manga', 'Slice of Life', 'Childcare'}",
Somali and the Forest Spirit,"TV
(12 eps)","4.081 out of 5 from 6,584 votes",Rank #685,"In a world where the ruined human species has been driven almost to extinction by the monsters that now dominate the land, a forest golem is surprised to find a human child sitting alone in the woods - dirty, barefoot, and in chains. The golem takes little Somali under his protection and the two begin a journey together, traveling through beautiful and dangerous lands where the small girl's humanity must be kept hidden for her own safety. The golem hopes to find Somali's parents alive somewhere, but the chances of this are slim; and besides, as far as Somali is concerned, she has already found herself a beloved father.","{'Child Protagonists', 'Fantasy', 'Seinen', 'Orphans', 'Single Parent', 'Lifestyle Change', 'Monsters', 'Based on a Manga', 'Non-Human Protagonists', 'Slice of Life', 'Adventure', 'Forest', 'Childcare'}",{'Violence'}
Space Dandy 2,"TV
(13 eps)","4.081 out of 5 from 4,171 votes",Rank #682,"Space Dandy is a dandy guy in space! This dreamy adventurer with a to-die-for pompadour travels across the galaxy in search of aliens no one has ever laid eyes on. Each new species he discovers earns him a hefty reward, but this dandy has to be quick on his feet because it's first come first served! Accompanied by his sidekicks, a rundown robot named QT and Meow the cat-looking space alien, Dandy bravely explores unknown worlds inhabited by a variety aliens. Join the best dressed alien hunter in all of space and time as he embarks on an adventure that ends at the edge of the universe!","{'Aliens', 'Parody', 'Bounty Hunters', 'Outer Space', 'Breaking the Fourth Wall', 'Comedy', 'Episodic', 'Adventure', 'Sci Fi', 'Robots', 'Original Work'}",
Detective Conan Movie 19: The Hellfire Sunflowers,"Movie
(1 ep)","4.08 out of 5 from 1,402 votes",Rank #689,"Conan tries to track down Kaito Kid, who supposedly steals a replica of one of Van Gogh's Sunflowers paintings during an auction.","{'Drama', 'Detectives', 'Based on a Manga', 'Age Transformation', 'Shounen', 'Action', 'Mystery', 'Police', 'Thieves'}",
The House of Small Cubes,"Movie
(1 ep x 12 min)","4.081 out of 5 from 4,650 votes",Rank #683,"An old man resides in a city mostly submerged by water, living in a home he had to build on top of his old one. His daily routine now consists of smoking his pipe, drinking wine, watching television and eating the fish he catches. Living alone in the silent desolation of the elderly he is surrounded by photographs but no people. One day he drops his pipe into the water and it disappears into his old, submerged home. To retrieve it he rents a scuba suit, but once he descends into the place he used to live he is overwhelmed by the memories of the life he used to have - the family he used to know.","{'Fantasy', 'Drama', 'Aging', 'Melancholy', 'Loneliness', 'No Dialogue', 'Ocean', 'Shorts', 'Original Work'}",
Osomatsu-san The Movie,"Movie
(1 ep x 108 min)",4.082 out of 5 from 345 votes,Rank #677,"The sextuplets attend a high school class reunion. There, they see all their former classmates who have become ""proper"" adults with company jobs. The sextuplets sulk about this and go home and drink until they fall asleep. But when they wake up, a certain scene awaits them.","{'Based on a Manga', 'Slice of Life', 'NEET', 'Siblings', 'Comedy'}",
Detective Conan Movie 26: Black Iron Submarine,"Movie
(1 ep)",4.086 out of 5 from 107 votes,Rank #655,No synopsis yet - check back soon!,"{'Drama', 'Detectives', 'Based on a Manga', 'Shounen', 'Mystery'}",
The Quintessential Quintuplets Movie,"Movie
(1 ep x 136 min)","4.081 out of 5 from 1,962 votes",Rank #686,"When five lovely young girls who hate studying hire part-time tutor Fuutarou, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Fuutarou. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Fuutarou?","{'Romance', 'Drama', 'School Life', 'Based on a Manga', 'Shounen', 'Tutors', 'Siblings', 'Comedy', 'Harem'}",
Tomo-chan is a Girl!,"TV
(13 eps)","4.08 out of 5 from 5,752 votes",Rank #692,"Boyish high school girl Aizawa Tomo finally manages to tell her childhood friend Jun that she's got a crush on him. Unfortunately, her confession goes right over his head—he didn't even realize she was a girl until junior high, and even now, Jun still thinks of her as a bro! How can Tomo-chan possibly convince him otherwise and win Jun's heart?","{'Romance', 'School Life', 'Based on a Manga', 'Based on a 4-Koma Manga', 'Shounen', 'Childhood Friends', 'Comedy'}",
Initial D Legend 3: Dream,"Movie
(1 ep x 60 min)",4.08 out of 5 from 806 votes,Rank #690,The third and final movie of the New Initial D Movie trilogy.,"{'Seinen', 'Drama', 'Based on a Manga', 'Racing', 'Cars', 'Sports'}",
Blue Lock: Additional Time!,"Web
(23 eps x 1 min)",4.08 out of 5 from 449 votes,Rank #694,Web shorts for Blue Lock published on the official EMOTION Label YouTube account for the series.,"{'Short Episodes', 'Based on a Manga', 'Gag', 'Shounen', 'Comedy'}",
Gintama: Dai Hanseikai,"Other
(1 ep x 14 min)","4.08 out of 5 from 1,148 votes",Rank #691,No synopsis yet - check back soon!,"{'Aliens', 'Comedy', 'Based on a Manga', 'Samurai', 'Shounen', 'Action', 'Feudal Japan', 'Shorts', 'Sci Fi'}",
Evangelion: 1.0 You Are (Not) Alone,"Movie
(1 ep x 98 min)","4.08 out of 5 from 18,577 votes",Rank #695,"Following a disastrous event known as ""The Second Impact,"" humanity teeters on the brink of extinction. Having not completely eradicated mankind previously, creatures known as Angels begin attacking once more in an attempt to create a third, and final, catastrophe which will annihilate mankind once and for all. When conventional weapons fail to stop the Angels, however, the Japanese military organization NERV proposes the use of strange mecha called Evangelions. When the first Evangelion rejects its pilot, though, NERV's commander is forced to draft his estranged son, Shinji, as mankind's savior. Bitter of his father's estrangement and insecure in his abilities, Shinji struggles to overcome his doubts and fears in the face of certain death, but ultimately continues to fall short despite his efforts. As he slowly improves his skills, however, he must come to terms with the greatest question of all: is humanity worth saving after all?","{'Drama', 'Super Robot', 'Mecha', 'Sci Fi', 'Action', 'Post-apocalyptic', 'Original Work'}",
Chihayafuru,"TV
(25 eps)","4.08 out of 5 from 12,113 votes",Rank #693,"Chihaya Ayase is a famous beauty at her school, but she’s far from a conventional girl. Three years ago in her final year of elementary school, Chihaya and her friend Taichi became infatuated with the card game, Karuta, after connecting with a lonely boy named Arata Wataya. But when the trio graduated from elementary school, they each went their separate ways but shared one common goal: to excel in the game and meet each other at the national championships. Now, Chihaya is attempting to share her passion for the game by creating a competitive Karuta club at school, but when she reunites with Taichi it seems that maybe she’s the only one with the intention of fulfilling their childhood promise...","{'Romance', 'Drama', 'School Life', 'Josei', 'Childhood Promise', 'Love Triangle', 'Based on a Manga', 'School Club', 'Tournaments', 'Sports'}",
School Rumble: 2nd Semester,"TV
(26 eps)","4.08 out of 5 from 10,936 votes",Rank #696,"The second year of high school is starting and things are still as crazy as always. Despite numerous attempts, the ever-so-hopeful Harima and the overly-naïve Tenma failed to get their message of love across. Now they are pumped up for a new term and ready to renew their illustrious and self-destructing attempts at a confession! But be it a love infested manga or even a gigantic plate of curry; nothing seems to do the trick. What other methods can they take, as the old love triangle is expanding at an alarming rate?!","{'Romance', 'Delinquents', 'Romantic Comedy', 'School Life', 'Love Triangle', 'Gag', 'Based on a Manga', 'Shounen', 'Comedy', 'Unrequited Love'}",
Zom 100: Bucket List of the Dead,"TV
(12 eps)","4.076 out of 5 from 4,399 votes",Rank #707,"Surviving a zombie apocalypse beats being a wage slave any day! After spending years slaving away for a soul-crushing company, Akira's life has lost its luster. He lives in a trash-filled apartment, his pay is abysmal, and he can't even muster up the nerve to confess his love to his beautiful co-worker. But when a zombie apocalypse ravages his town, it gives him the push he needs to live for himself. Now Akira's on a mission to complete all 100 items on his bucket list before he...well, kicks the bucket.","{'Seinen', 'Apocalypse', 'Survival', 'Based on a Manga', 'Zombies', 'Pandemic', 'Comedy', 'Adventure'}","{'Sexual Content', 'Explicit Violence,', 'Mature Themes,'}"
Kino's Journey,"TV
(13 eps)","4.079 out of 5 from 9,204 votes",Rank #697,"In another world, there exist many countries, each with different cultures, customs, and traditions. From technological marvels to folk legends, each location yields a vast wealth of insight of its people: their hopes and their dreams, their failures and fears. Kino is a traveler whose goal is to visit as many new places as possible, learning about others' ways of life, but also making sure to stay clear of their affairs. Together with the talking motorrad Hermes, Kino sets out to explore the beautiful world and meet its inhabitants, wherever they may be.","{'Fantasy', 'Drama', 'Melancholy', 'Motorcycles', 'Episodic', 'Adventure', 'Sci Fi', 'Based on a Light Novel'}",{'Violence'}
